"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_API","DifferenceScore_API","Related_score_API","Unrelated_score_API"
"doll-intelligent","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"international-lonely","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"gallery-exhibition","related",0.489311871802633,NA,NA,NA,0.8625,NA,NA,NA
"guard-patrol","related",0.571217128274682,NA,NA,NA,0.7935,NA,NA,NA
"dean-professor","related",0.492943466486781,NA,NA,NA,0.817,NA,NA,NA
"dirty-abandon","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sandwich-use","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ping-bottle","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"concept-passport","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"object-subject","related",0.635879138347741,NA,NA,NA,0.575,NA,NA,NA
"section-warrior","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"industry-alpha","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"flag-symbol","related",0.499372183160768,NA,NA,NA,0.8175,NA,NA,NA
"tomorrow-parent","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"half-quarter","related",0.69408397546624,NA,NA,NA,0.8,NA,NA,NA
"finally-boat","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"loser-senate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"brain-sign","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cable-wire","related",0.574100896614673,NA,NA,NA,0.825,NA,NA,NA
"conservative-liberal","related",0.621238351994574,NA,NA,NA,0.217,NA,NA,NA
"creation-destruction","related",0.412256472144863,NA,NA,NA,0.234,NA,NA,NA
"ufo-sink","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"profit-writing","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"trash-normal","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"preserve-mayor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hold-keep","related",0.709189369975129,NA,NA,NA,0.76,NA,NA,NA
"hero-savior","related",0.483394089041554,NA,NA,NA,0.85,NA,NA,NA
"exciting-interesting","related",0.480233140674001,NA,NA,NA,0.775,NA,NA,NA
"nap-stroll","related",0.229915292193213,NA,NA,NA,0.131,NA,NA,NA
"distance-speed","related",0.527604870342631,NA,NA,NA,0.6995,NA,NA,NA
"blood-teenager","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"november-mixture","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"alcohol-happy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"help-title","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"torment-torture","related",0.607126093106669,NA,NA,NA,0.9,NA,NA,NA
"hate-succeed","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"house-apartment","related",0.501728180371578,NA,NA,NA,0.875,NA,NA,NA
"ticket-passport","related",0.459543228183354,NA,NA,NA,0.31,NA,NA,NA
"cup-coffee","related",0.413670027164125,NA,NA,NA,0.775,NA,NA,NA
"original-promise","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"universe-whistle","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"construction-candle","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"technical-mechanical","related",0.499261037314178,NA,NA,NA,0.8115,NA,NA,NA
"summer-winter","related",0.549106337150085,NA,NA,NA,0.8715,NA,NA,NA
"cabin-stone","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"focus-prohibit","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nothing-limousine","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mars-venus","related",0.397682625265945,NA,NA,NA,0.8125,NA,NA,NA
"optimistic-perimeter","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"absolutely-completely","related",0.66125873167802,NA,NA,NA,0.861,NA,NA,NA
"accidentally-intentionally","related",0.614181117426721,NA,NA,NA,0.727,NA,NA,NA
"environment-atmosphere","related",0.437919942855186,NA,NA,NA,0.7875,NA,NA,NA
"phenomenon-event","related",0.498866429531929,NA,NA,NA,0.8,NA,NA,NA
"tough-hard","related",0.618147957929436,NA,NA,NA,0.825,NA,NA,NA
"green-orange","related",0.494615295726005,NA,NA,NA,0.825,NA,NA,NA
"telescope-microscope","related",0.540973365803475,NA,NA,NA,0.8115,NA,NA,NA
"secondary-reward","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"crack-hole","related",0.336291713401095,NA,NA,NA,0.6355,NA,NA,NA
"fox-rabbit","related",0.448349467288782,NA,NA,NA,0.8215,NA,NA,NA
"carbon-shelter","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"change-improvement","related",0.435802783841131,NA,NA,NA,0.748,NA,NA,NA
"magnetic-electric","related",0.46498744523038,NA,NA,NA,0.8,NA,NA,NA
"land-fly","related",0.163952253626263,NA,NA,NA,0.1,NA,NA,NA
"treasure-navy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"situation-crisis","related",0.485832378247021,NA,NA,NA,0.754,NA,NA,NA
"hormone-communist","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"show-performance","related",0.518929097222808,NA,NA,NA,0.76,NA,NA,NA
"diarrhea-reputation","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"colleague-friend","related",0.460773774825238,NA,NA,NA,0.666,NA,NA,NA
"sister-brother","related",0.752009472105006,NA,NA,NA,1,NA,NA,NA
"true-address","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sherlock-watson","related",0.518817741407346,NA,NA,NA,0.9,NA,NA,NA
"try-attempt","related",0.70521949167154,NA,NA,NA,1,NA,NA,NA
"unfortunate-misfortune","related",0.710064082975066,NA,NA,NA,0.8285,NA,NA,NA
"forgive-demonstration","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sister-championship","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"presence-absence","related",0.462635403455068,NA,NA,NA,0.825,NA,NA,NA
"plague-sleep","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"fashionable-recording","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"death-disappearance","related",0.410568144266973,NA,NA,NA,0.5605,NA,NA,NA
"daddy-mum","related",0.491051538061046,NA,NA,NA,0.85,NA,NA,NA
"permission-cynical","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"therapy-salary","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"wonderful-airport","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"calendar-prince","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"job-muscle","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anchor-sail","related",0.329977452220706,NA,NA,NA,0.6645,NA,NA,NA
"direct-directly","related",0.707007278411895,NA,NA,NA,0.1,NA,NA,NA
"crowd-audience","related",0.624303840570236,NA,NA,NA,0.8,NA,NA,NA
"mistress-lover","related",0.387430458226283,NA,NA,NA,0.8,NA,NA,NA
"cloud-fog","related",0.478441373777839,NA,NA,NA,0.841,NA,NA,NA
"status-position","related",0.391146229904733,NA,NA,NA,0.679,NA,NA,NA
"base-electric","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"evidence-proof","related",0.507338548985676,NA,NA,NA,0.857,NA,NA,NA
"celebrity-atlantic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"helpless-match","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"glorious-correct","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"diploma-graduate","related",0.471999811905411,NA,NA,NA,0.807,NA,NA,NA
"commission-empire","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bone-about","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"relationship-friendship","related",0.535737886166656,NA,NA,NA,0.836,NA,NA,NA
"wind-generally","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"stubborn-rome","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"factor-element","related",0.585893743554967,NA,NA,NA,0.746,NA,NA,NA
"artist-painter","related",0.522197196980693,NA,NA,NA,0.9,NA,NA,NA
"advertising-traitor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"philosophy-religion","related",0.396793123827855,NA,NA,NA,0.8085,NA,NA,NA
"outside-inside","related",0.657038502114968,NA,NA,NA,0.1,NA,NA,NA
"financially-quality","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anarchy-closet","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"contact-connection","related",0.5872587171805,NA,NA,NA,0.8365,NA,NA,NA
"dessert-owner","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"loyal-faithful","related",0.727821629694144,NA,NA,NA,0.8875,NA,NA,NA
"courage-probe","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"needle-syringe","related",0.48153997286801,NA,NA,NA,0.8875,NA,NA,NA
"rhythm-predator","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"tumor-authority","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"spy-noon","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"federal-bait","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hospital-clinic","related",0.652840621546024,NA,NA,NA,0.85,NA,NA,NA
"phase-period","related",0.590413643448765,NA,NA,NA,0.7945,NA,NA,NA
"record-exercise","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"garlic-onion","related",0.549202930656089,NA,NA,NA,0.875,NA,NA,NA
"increase-reduce","related",0.543786357047787,NA,NA,NA,0.727,NA,NA,NA
"sandwich-hamburger","related",0.525524276059928,NA,NA,NA,0.85,NA,NA,NA
"colleague-plausible","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"month-week","related",0.695033392125966,NA,NA,NA,0.8615,NA,NA,NA
"conversation-discussion","related",0.737499195183475,NA,NA,NA,0.8295,NA,NA,NA
"speech-sermon","related",0.472766965127245,NA,NA,NA,0.743,NA,NA,NA
"two-four","related",0.668945063384078,NA,NA,NA,0.0835,NA,NA,NA
"trap-people","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"magnetic-order","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hair-beard","related",0.480248141356423,NA,NA,NA,0.8,NA,NA,NA
"hold-appreciate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"naval-towel","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"count-bullet","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ritual-ceremony","related",0.519887172660486,NA,NA,NA,0.85,NA,NA,NA
"century-decade","related",0.679408913027227,NA,NA,NA,0.8365,NA,NA,NA
"crew-instrument","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"wait-psychological","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"illusion-hallucination","related",0.486598374716914,NA,NA,NA,0.8785,NA,NA,NA
"stand-sit","related",0.500208267620896,NA,NA,NA,0.577,NA,NA,NA
"stubborn-selfish","related",0.411752552390338,NA,NA,NA,0.421,NA,NA,NA
"administration-keep","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drop-sip","related",0.322317737031043,NA,NA,NA,0.4045,NA,NA,NA
"zombie-vampire","related",0.596404083803778,NA,NA,NA,0.752,NA,NA,NA
"orchestra-lizard","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"grave-accompany","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"capacity-pig","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"physics-mathematics","related",0.506196916036428,NA,NA,NA,0.825,NA,NA,NA
"form-sign","related",0.502807392841976,NA,NA,NA,0.3375,NA,NA,NA
"now-fatal","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"future-past","related",0.571490898256156,NA,NA,NA,0.8,NA,NA,NA
"creation-defend","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ready-prepare","related",0.664052117431071,NA,NA,NA,0.702,NA,NA,NA
"source-think","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ming-ling","related",0.506593954001636,NA,NA,NA,0.2,NA,NA,NA
"trap-bait","related",0.485770280508344,NA,NA,NA,0.8,NA,NA,NA
"flatter-amount","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cell-stop","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"strong-weak","related",0.688608156733583,NA,NA,NA,0.8,NA,NA,NA
"poor-rich","related",0.474776145849779,NA,NA,NA,0.833,NA,NA,NA
"view-work","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"garlic-closed","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"temple-monastery","related",0.551935197112584,NA,NA,NA,0.8305,NA,NA,NA
"fake-false","related",0.580665265238775,NA,NA,NA,0.8,NA,NA,NA
"bind-tie","related",0.556829993393477,NA,NA,NA,0.85,NA,NA,NA
"place-location","related",0.717954252062275,NA,NA,NA,0.95,NA,NA,NA
"sum-amount","related",0.548989572201073,NA,NA,NA,0.905,NA,NA,NA
"groom-sentence","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"art-put","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ready-different","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"amateur-professional","related",0.453462899696712,NA,NA,NA,0.7,NA,NA,NA
"unit-marriage","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"just-assistance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"change-fourth","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"number-education","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"operational-functional","related",0.53314379588668,NA,NA,NA,0.75,NA,NA,NA
"nail-politics","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"manager-boss","related",0.635789963899467,NA,NA,NA,0.8375,NA,NA,NA
"reading-writing","related",0.57072550603638,NA,NA,NA,0.8735,NA,NA,NA
"snack-lunch","related",0.567525314125118,NA,NA,NA,0.714,NA,NA,NA
"chance-possibility","related",0.636607540357681,NA,NA,NA,0.8285,NA,NA,NA
"resignation-refresh","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"fall-musician","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"already-still","related",0.441955593587178,NA,NA,NA,0.125,NA,NA,NA
"eliminate-remove","related",0.622312643494712,NA,NA,NA,0.886,NA,NA,NA
"matter-particle","related",0.617798815225849,NA,NA,NA,0.8335,NA,NA,NA
"treasure-wealth","related",0.48827659709316,NA,NA,NA,0.8,NA,NA,NA
"gesture-act","related",0.500215181291612,NA,NA,NA,0.7285,NA,NA,NA
"sofa-bright","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"alcohol-drug","related",0.394460116578514,NA,NA,NA,0.8125,NA,NA,NA
"air-oxygen","related",0.338757921336984,NA,NA,NA,0.8875,NA,NA,NA
"swallow-yesterday","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"washington-boston","related",0.410490507765151,NA,NA,NA,0.6255,NA,NA,NA
"courage-determination","related",0.450407747361285,NA,NA,NA,0.836,NA,NA,NA
"body-financial","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"oven-stove","related",0.50922204859031,NA,NA,NA,0.8875,NA,NA,NA
"sober-wide","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"kiss-fraud","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"liquid-apartment","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hanging-entrepreneur","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ming-knee","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hearing-trial","related",0.355501405039167,NA,NA,NA,0.205,NA,NA,NA
"double-unique","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"finger-thumb","related",0.689599898241101,NA,NA,NA,0.9,NA,NA,NA
"injustice-unfair","related",0.588478452396063,NA,NA,NA,0.8225,NA,NA,NA
"monkey-period","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"key-destruction","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"screen-monitor","related",0.603344761571054,NA,NA,NA,0.875,NA,NA,NA
"brown-blue","related",0.539738384291319,NA,NA,NA,0.1125,NA,NA,NA
"network-fight","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cement-world","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nasty-filthy","related",0.623543739190409,NA,NA,NA,0.87,NA,NA,NA
"refugee-fugitive","related",0.547623677863386,NA,NA,NA,0.577,NA,NA,NA
"artifact-medallion","related",0.284336818024949,NA,NA,NA,0.4685,NA,NA,NA
"scare-frighten","related",0.763564919094563,NA,NA,NA,0.8,NA,NA,NA
"illegal-legal","related",0.672096220541306,NA,NA,NA,0.9,NA,NA,NA
"war-find","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"butterfly-bird","related",0.4908714704828,NA,NA,NA,0.4025,NA,NA,NA
"alive-dead","related",0.566557297684637,NA,NA,NA,0,NA,NA,NA
"healthy-normal","related",0.510712044331961,NA,NA,NA,0.411,NA,NA,NA
"farmer-worker","related",0.445913082175993,NA,NA,NA,0.706,NA,NA,NA
"arena-teach","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"coffin-human","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"surgeon-rich","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"inspire-speed","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"suddenly-boston","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"candidate-voter","related",0.413092853168925,NA,NA,NA,0.8,NA,NA,NA
"dude-bro","related",0.484154773509228,NA,NA,NA,0.826,NA,NA,NA
"torment-important","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"examination-beard","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"wound-injury","related",0.572152923997546,NA,NA,NA,0.875,NA,NA,NA
"success-station","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"patient-client","related",0.629352122703149,NA,NA,NA,0.696,NA,NA,NA
"source-informant","related",0.314280025651415,NA,NA,NA,0.55,NA,NA,NA
"mafia-egg","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"respect-confidence","related",0.519903642590392,NA,NA,NA,0.6635,NA,NA,NA
"delicate-sensitive","related",0.627499703557016,NA,NA,NA,0.8,NA,NA,NA
"job-work","related",0.677003526213823,NA,NA,NA,0.8935,NA,NA,NA
"never-arrest","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"throat-neck","related",0.55207403418602,NA,NA,NA,0.8,NA,NA,NA
"true-real","related",0.556684256497991,NA,NA,NA,0.8445,NA,NA,NA
"magic-wizard","related",0.635201354615314,NA,NA,NA,0.875,NA,NA,NA
"sweet-cute","related",0.458848132297863,NA,NA,NA,0.512,NA,NA,NA
"accidentally-return","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"nightmare-dream","related",0.485830855128482,NA,NA,NA,0.8,NA,NA,NA
"enthusiasm-passion","related",0.604689694224344,NA,NA,NA,0.875,NA,NA,NA
"size-unknown","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"conclusion-gratitude","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"submarine-boat","related",0.489107846848921,NA,NA,NA,0.8185,NA,NA,NA
"anonymous-cancer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"call-telephone","related",0.546308628037634,NA,NA,NA,0.8665,NA,NA,NA
"apple-naked","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"profit-income","related",0.689331323989327,NA,NA,NA,0.825,NA,NA,NA
"shoulder-knee","related",0.471802283794441,NA,NA,NA,0.6225,NA,NA,NA
"feed-yellow","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"contain-president","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"doubt-quarter","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"chicken-advise","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"read-office","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"horror-fear","related",0.500132849693076,NA,NA,NA,0.85,NA,NA,NA
"number-address","related",0.421371421601219,NA,NA,NA,0.2075,NA,NA,NA
"chemical-abdominal","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bonus-reward","related",0.653340762714784,NA,NA,NA,0.835,NA,NA,NA
"goose-heavily","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cook-chef","related",0.551286905247972,NA,NA,NA,0.9,NA,NA,NA
"contamination-investor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"paper-pen","related",0.49392862904896,NA,NA,NA,0.7965,NA,NA,NA
"soup-salad","related",0.436490697611564,NA,NA,NA,0.795,NA,NA,NA
"death-problem","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"singer-lieutenant","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"population-robbery","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"reading-spectacular","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"killer-district","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"learn-surname","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"chemistry-request","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mud-sand","related",0.468662176952291,NA,NA,NA,0.7375,NA,NA,NA
"picture-photo","related",0.788103678754494,NA,NA,NA,0.925,NA,NA,NA
"bind-usual","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"late-wolf","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"spinal-impress","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"pacific-constitution","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"legion-army","related",0.406559957978399,NA,NA,NA,0.874,NA,NA,NA
"decent-honest","related",0.454781139209994,NA,NA,NA,0.8,NA,NA,NA
"christmas-holiday","related",0.491893817203097,NA,NA,NA,0.827,NA,NA,NA
"stay-remain","related",0.699773283170577,NA,NA,NA,0.9,NA,NA,NA
"lasagna-spaghetti","related",0.562176915477184,NA,NA,NA,0.85,NA,NA,NA
"buy-sell","related",0.669505352803801,NA,NA,NA,0.8,NA,NA,NA
"button-disease","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"refuge-shelter","related",0.685475021800166,NA,NA,NA,0.8875,NA,NA,NA
"engineer-architect","related",0.556583552932224,NA,NA,NA,0.777,NA,NA,NA
"grandfather-grandmother","related",0.844788734997536,NA,NA,NA,1,NA,NA,NA
"today-yesterday","related",0.572814912270951,NA,NA,NA,0.825,NA,NA,NA
"preserve-maintain","related",0.588494288469257,NA,NA,NA,0.567,NA,NA,NA
"combination-mixture","related",0.522048433486593,NA,NA,NA,0.875,NA,NA,NA
"fate-bacon","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"milk-juice","related",0.438647001889454,NA,NA,NA,0.8375,NA,NA,NA
"freely-there","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"roman-reasonable","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"population-people","related",0.620827847997673,NA,NA,NA,0.9,NA,NA,NA
"commercial-intuition","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"jealous-angry","related",0.548881295779656,NA,NA,NA,0.6485,NA,NA,NA
"final-talent","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"comment-statement","related",0.377911988008941,NA,NA,NA,0.8,NA,NA,NA
"playboy-magazine","related",0.414039744253637,NA,NA,NA,0.494,NA,NA,NA
"groom-bride","related",0.554703166671225,NA,NA,NA,0.875,NA,NA,NA
"banking-medallion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"potato-tomato","related",0.497048446658711,NA,NA,NA,0.811,NA,NA,NA
"brutal-armor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"potential-talent","related",0.494272214204058,NA,NA,NA,0.6745,NA,NA,NA
"listen-hear","related",0.687589264884662,NA,NA,NA,0.8375,NA,NA,NA
"commander-captain","related",0.618130929710319,NA,NA,NA,0.8,NA,NA,NA
"aids-hiv","related",0.692435342427872,NA,NA,NA,0.9,NA,NA,NA
"campaign-cognac","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"silk-cowboy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"thousand-perfect","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"person-fog","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anatomy-psychology","related",0.408785278237729,NA,NA,NA,0.5115,NA,NA,NA
"fate-destiny","related",0.682157857693081,NA,NA,NA,0.912,NA,NA,NA
"open-team","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"suck-satellite","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"radio-television","related",0.472152381158666,NA,NA,NA,0.85,NA,NA,NA
"permission-approval","related",0.626027207191601,NA,NA,NA,0.84,NA,NA,NA
"purpose-winter","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"secondary-primary","related",0.674490341733632,NA,NA,NA,0.85,NA,NA,NA
"baby-inspiration","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"squirrel-book","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"success-failure","related",0.597581590565912,NA,NA,NA,0.777,NA,NA,NA
"civil-nephew","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"series-lake","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bush-tree","related",0.32532867716281,NA,NA,NA,0.8,NA,NA,NA
"grandson-nephew","related",0.650867646388227,NA,NA,NA,0.627,NA,NA,NA
"heavy-heavily","related",0.663912645475828,NA,NA,NA,0,NA,NA,NA
"gas-physical","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"describe-lick","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"meaning-chocolate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sky-funny","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sugar-chocolate","related",0.485572192110848,NA,NA,NA,0.855,NA,NA,NA
"sad-transmitter","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"rodeo-cowboy","related",0.505321735755144,NA,NA,NA,0.8875,NA,NA,NA
"oven-player","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"grandson-bus","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shine-bright","related",0.71255329974202,NA,NA,NA,0.799,NA,NA,NA
"teenage-excited","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"allow-hell","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"needle-creativity","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"symptom-syndrome","related",0.592520051739148,NA,NA,NA,0.8285,NA,NA,NA
"nerve-muscle","related",0.408598076788151,NA,NA,NA,0.743,NA,NA,NA
"fashionable-elegant","related",0.528960076382803,NA,NA,NA,0.7995,NA,NA,NA
"tear-truck","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"scratch-bruise","related",0.423871825937523,NA,NA,NA,0.7295,NA,NA,NA
"anchor-america","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"mercenary-assassin","related",0.387877944648633,NA,NA,NA,0.8375,NA,NA,NA
"album-song","related",0.522486528438601,NA,NA,NA,0.8625,NA,NA,NA
"college-university","related",0.581227731360844,NA,NA,NA,0.9,NA,NA,NA
"commission-committee","related",0.645153388459686,NA,NA,NA,0.793,NA,NA,NA
"screen-early","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"experiment-pathetic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"result-stove","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"suffering-engine","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"distance-press","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
