"pair","type","cosine_similarity","API_similarity"
"taxi-limousine","related",0.530963711701911,"0.850"
"attractive-grandmother","unrelated",0.163941179685501,"0.094"
"strength-coffee","unrelated",0.253295185005518,"0.103"
"meaning-importance","related",0.449981298389883,"0.567"
"golden-remain","unrelated",0.344480318901451,"0.100"
"control-manipulate","related",0.520882397341793,"0.756"
"capsule-realistic","unrelated",0.174264005300039,"0.000"
"poet-writer","related",0.429245642826951,"0.850"
"astronaut-pilot","related",0.444031078079208,"0.500"
"reality-fantasy","related",0.447023594608952,"0.421"
"smart-intelligent","related",0.566727669416935,"1.000"
"colony-federation","related",0.325792641623115,"0.564"
"sin-birthday","unrelated",0.265172435420478,"0.100"
"marathon-snake","unrelated",0.24653795138272,"0.050"
"vein-rarely","unrelated",0.208477396146496,"0.000"
"lord-privacy","unrelated",0.255189665203495,"0.100"
"excellent-great","related",0.55425354328375,"0.900"
"camp-beer","unrelated",0.300082326276119,"0.345"
"old-battlefield","unrelated",0.190285694640917,"0.112"
"presence-spaghetti","unrelated",0.215448913658073,"0.000"
"uncomfortable-unpleasant","related",0.749585551838403,"0.850"
"ambassador-minister","related",0.479282987146186,"0.750"
"fix-repair","related",0.720647837160917,"0.900"
"create-hard","unrelated",0.259028144518694,"0.112"
"opinion-corpse","unrelated",0.280495996909978,"0.000"
"feed-eat","related",0.541067740643939,"0.800"
"orgasm-erection","related",0.47000779331143,"0.789"
"class-school","related",0.510380419041865,"0.750"
"down-up","related",0.522603520930875,"0.100"
"night-symbol","unrelated",0.315389675608834,"0.125"
"smash-break","related",0.503290898706454,"0.800"
"nasty-thunder","unrelated",0.236490596402421,"0.012"
"pistol-global","unrelated",0.183873938912776,"0.100"
"capital-city","related",0.450462691596538,"0.800"
"tuna-lobster","related",0.406989817111576,"0.756"
"data-information","related",0.581441784859539,"0.900"
"shoulder-beauty","unrelated",0.220748679662516,"0.110"
"report-inform","related",0.535362641573079,"0.200"
"journalism-politics","related",0.467232767503319,"0.827"
"little-news","unrelated",0.28557338353128,"0.112"
"diploma-inherit","unrelated",0.2365800574022,"0.100"
"trophy-medal","related",0.530480979094466,"0.850"
"gain-win","related",0.568285799245511,"0.750"
"warm-cool","related",0.496255328986923,"0.200"
"river-lake","related",0.627895733555617,"0.822"
"landing-flight","related",0.536752197023213,"0.800"
"valuable-atmosphere","unrelated",0.114661411110904,"0.125"
"advertising-marketing","related",0.607744765516539,"0.900"
"worried-height","unrelated",0.196188960208925,"0.000"
"lamp-candle","related",0.545797726207205,"0.750"
"toilet-connection","unrelated",0.236970975942431,"0.112"
"clan-web","unrelated",0.223718980883006,"0.214"
"proceed-mayonnaise","unrelated",0.185548783353944,"0.000"
"crown-throne","related",0.558121480008492,"0.850"
"national-global","related",0.494809133741689,"0.688"
"record-recording","related",0.666932575563586,"0.876"
"call-external","unrelated",0.274895015699951,"0.112"
"front-rear","related",0.60793586823864,"0.800"
"contamination-radiation","related",0.43365562266988,"0.754"
"tenant-butt","unrelated",0.302876987273492,"0.000"
"war-battle","related",0.640869289778991,"0.877"
"workshop-cheek","unrelated",0.219569864589043,"0.001"
"round-tooth","unrelated",0.303717427196671,"0.250"
"attractive-charming","related",0.567939740644143,"0.800"
"aspirin-orbit","unrelated",0.254152430368766,"0.100"
"passenger-driver","related",0.518631287673948,"0.736"
"poet-hole","unrelated",0.263786219930618,"0.012"
"throat-captain","unrelated",0.219933082819858,"0.012"
"alert-alarm","related",0.760711008578922,"0.800"
"forgiveness-pill","unrelated",0.179400347346769,"0.000"
"workshop-garage","related",0.402086629922093,"0.665"
"fair-reasonable","related",0.669769791044051,"0.750"
"superman-remarkable","unrelated",0.253315093796641,"0.000"
"inspector-commissioner","related",0.548934258842867,"0.675"
"suicide-murder","related",0.502001862203727,"0.800"
"ordinary-usual","related",0.780120741319852,"0.800"
"princess-prince","related",0.655917093303604,"0.900"
"cash-destiny","unrelated",0.18575324611955,"0.103"
"mouse-photographer","unrelated",0.261892456314811,"0.052"
"opening-closure","related",0.561076929099726,"0.789"
"hobby-cerebral","unrelated",0.189159471444667,"0.112"
"sword-knife","related",0.648007818485213,"0.850"
"recover-heal","related",0.467973618896309,"0.900"
"marine-navy","related",0.407306935049319,"0.800"
"hire-rent","related",0.659363432428862,"0.889"
"grain-ironic","unrelated",0.231282181941626,"0.000"
"mouth-nose","related",0.485482391704203,"0.750"
"consider-light","unrelated",0.312665192181403,"0.000"
"lightning-thunder","related",0.683489186079281,"0.910"
"contract-agreement","related",0.530497391928344,"0.864"
"racist-performance","unrelated",0.161890425489337,"0.100"
"push-pull","related",0.698552545832665,"0.900"
"lie-liar","related",0.567917525941748,"0.875"
"health-education","related",0.46423694565096,"0.750"
"shirt-worry","unrelated",0.240636430156137,"0.045"
"necessary-need","related",0.709553260268649,"0.800"
"kilo-gram","related",0.390471086538777,"0.900"
"leave-dress","unrelated",0.214526240805218,"0.112"
"grab-catch","related",0.653576111941541,"0.850"
"anger-rent","unrelated",0.349911431576631,"0.112"
"boot-assistant","unrelated",0.303857766158578,"0.112"
"show-sailor","unrelated",0.33187887101521,"0.100"
"anniversary-birthday","related",0.575226899040318,"0.800"
"near-far","related",0.587622519526909,"0.000"
"tasty-delicious","related",0.793733563104191,"0.900"
"lip-writer","unrelated",0.273833767886787,"0.000"
"equipment-honest","unrelated",0.248833466052023,"0.000"
"factor-junior","unrelated",0.243803969838004,"0.150"
"deadly-fatal","related",0.548291757214937,"0.900"
"locked-closed","related",0.645231041814014,"0.850"
"uncle-dad","related",0.461886761298311,"0.750"
"grateful-paragraph","unrelated",0.235122978807493,"0.000"
"november-december","related",0.689508422533206,"0.900"
"window-ant","unrelated",0.336949714299173,"0.000"
"god-business","unrelated",0.302339278407717,"0.050"
"surprise-disappointment","related",0.526575196377732,"0.650"
"prevent-stop","related",0.585418813282572,"0.800"
"file-unexpectedly","unrelated",0.173170691328637,"0.000"
"jazz-music","related",0.496946669541785,"0.900"
"rest-batman","unrelated",0.243944771046394,"0.050"
"mercenary-sand","unrelated",0.228466425730408,"0.045"
"imperial-laugh","unrelated",0.12318557381038,"0.000"
"freedom-democracy","related",0.504783734657431,"0.823"
"toast-army","unrelated",0.139480551474241,"0.050"
"cup-worthless","unrelated",0.225139556861325,"0.000"
"advice-advise","related",0.814856708059042,"0.800"
"probability-prepare","unrelated",0.339711766792026,"0.100"
"iron-selfish","unrelated",0.231346044915479,"0.000"
"gang-fantasy","unrelated",0.221659124465911,"0.050"
"factory-production","related",0.601432755797729,"0.786"
"cream-evening","unrelated",0.283354637737226,"0.112"
"naive-week","unrelated",0.153521433271938,"0.050"
"planet-orbit","related",0.571700905996329,"0.743"
"mother-father","related",0.737134441088518,"1.000"
"operational-beautiful","unrelated",0.227376872783025,"0.000"
"half-resist","unrelated",0.232573712408694,"0.112"
"balance-harmony","related",0.445022218460117,"0.758"
"loser-winner","related",0.454734504317823,"0.678"
"jurisdiction-onion","unrelated",0.0913707576979589,"0.000"
"increase-alley","unrelated",0.289676775489509,"0.000"
"check-verify","related",0.715599103514488,"0.800"
"zoo-circus","related",0.424833931465849,"0.700"
"preparation-planning","related",0.599050746266871,"0.827"
"concrete-witch","unrelated",0.0978111056785577,"0.142"
"dancer-dance","related",0.638613125117286,"0.872"
"plus-weapon","unrelated",0.304210826557441,"0.000"
"desert-financing","unrelated",0.128735090305266,"0.045"
"refugee-up","unrelated",0.229078267674634,"0.000"
"refuse-high","unrelated",0.16065095703078,"0.000"
"cough-fever","related",0.377429195905162,"0.682"
"paranoid-maid","unrelated",0.170647303439952,"0.000"
"see-meet","related",0.493519089235889,"0.467"
"horror-believe","unrelated",0.212022343689874,"0.221"
"speech-full","unrelated",0.29665966349586,"0.112"
"catholic-christian","related",0.632415267121017,"0.800"
"observation-evaluation","related",0.61873173497439,"0.723"
"paint-adrenaline","unrelated",0.202139361597808,"0.045"
"cinema-easy","unrelated",0.19840473014599,"0.000"
"command-bird","unrelated",0.243751841012231,"0.000"
"smoke-cigar","related",0.509846170394697,"0.877"
"wonderful-fantastic","related",0.695434621749686,"0.921"
"demand-request","related",0.655008945164093,"0.800"
"cream-sauce","related",0.336853583129222,"0.653"
"golf-committee","unrelated",0.281546231621759,"0.112"
"divorce-dangerous","unrelated",0.23994153197187,"0.000"
"tomorrow-morning","related",0.442572331727679,"0.600"
"smoke-possibility","unrelated",0.264355747892397,"0.112"
"simply-simple","related",0.633749604917878,"0.278"
"antidote-october","unrelated",0.147060953332763,"0.000"
"administration-government","related",0.632649193609064,"0.872"
"hunger-scientist","unrelated",0.17661557124067,"0.100"
"rescue-sniper","unrelated",0.289189046383289,"0.200"
"robot-usually","unrelated",0.25109571283234,"0.000"
"freedom-deaf","unrelated",0.194526166780618,"0.100"
"network-system","related",0.505933453919391,"0.834"
"temple-star","unrelated",0.237925469532934,"0.100"
"patient-fish","unrelated",0.263081579847611,"0.050"
"underestimate-exaggerate","related",0.552952159964486,"0.600"
"milk-testimony","unrelated",0.214646280004894,"0.000"
"bishop-cardinal","related",0.404234509620829,"0.854"
"rescue-save","related",0.417867091716308,"0.834"
"soul-spirit","related",0.620396709960224,"0.850"
"safe-secure","related",0.80567872472594,"0.850"
"error-cheese","unrelated",0.213206120086441,"0.000"
"pistol-weapon","related",0.535054416545775,"0.900"
"september-perspective","unrelated",0.230921370389165,"0.112"
"enter-go","related",0.485408840471902,"0.678"
"charity-donation","related",0.64783212248434,"0.850"
"smash-female","unrelated",0.203597725826621,"0.000"
"slowly-quickly","related",0.584432080496345,"0.300"
"chemical-biological","related",0.402728899658561,"0.750"
"daughter-huge","unrelated",0.240857865307544,"0.000"
"little-small","related",0.69775102219817,"1.000"
"ignorance-alarm","unrelated",0.215435965451754,"0.125"
"portal-gate","related",0.568054573464689,"0.700"
"environment-love","unrelated",0.291986229475392,"0.112"
"legion-rotate","unrelated",0.240346584169708,"0.000"
"vagina-penis","related",0.554308458747451,"0.900"
"always-computer","unrelated",0.261941223439809,"0.000"
"picnic-feeling","unrelated",0.288366972393258,"0.215"
"shower-bathroom","related",0.573521525155236,"0.900"
"dirty-disgusting","related",0.546266699177311,"0.800"
"baby-child","related",0.729575945705155,"0.900"
"banker-investor","related",0.558815192577346,"0.800"
"literally-detective","unrelated",0.222014728001994,"0.000"
"food-commissioner","unrelated",0.149469147302805,"0.050"
"brand-product","related",0.525939350688808,"0.800"
"profile-ocean","unrelated",0.227466244762393,"0.100"
"realize-ministry","unrelated",0.182151953148492,"0.112"
"examine-yeah","unrelated",0.200871495814,"0.000"
"generator-reactor","related",0.370560628475787,"0.675"
"clearly-actor","unrelated",0.262933069637698,"0.000"
"cover-crazy","unrelated",0.2527506330588,"0.010"
"monday-false","unrelated",0.194446193898019,"0.000"
"red-yellow","related",0.43840281575002,"0.750"
"active-deck","unrelated",0.258948007679107,"0.112"
"thin-priest","unrelated",0.244686162459105,"0.078"
"steal-hundred","unrelated",0.235776810030423,"0.000"
"revelation-vision","related",0.37020714395404,"0.634"
"right-left","related",0.660362216566655,"0.900"
"bishop-theater","unrelated",0.155927206768301,"0.112"
"taste-plastic","unrelated",0.22938907149902,"0.113"
"risk-danger","related",0.720856648029445,"0.875"
"imagination-creativity","related",0.584456981923058,"0.850"
"end-disappearance","unrelated",0.331146314103854,"0.324"
"replace-substitute","related",0.586467670164662,"0.883"
"fix-museum","unrelated",0.19641151105397,"0.100"
"drink-beer","related",0.567335250653717,"0.850"
"daily-weekly","related",0.710103339466349,"0.800"
"manage-succeed","related",0.365560245506784,"0.400"
"robot-machine","related",0.582323634113489,"0.875"
"dry-wet","related",0.478857937567202,"0.000"
"thief-criminal","related",0.488207611653288,"0.900"
"country-nation","related",0.679364316104565,"0.900"
"poison-kill","related",0.434003096619494,"0.875"
"autopsy-strongly","unrelated",0.157790317777316,"0.000"
"cinnamon-vanilla","related",0.449595836450103,"0.750"
"reflection-mirror","related",0.598848178596793,"0.900"
"blind-deaf","related",0.440094974628901,"0.789"
"examination-inspection","related",0.577369180519154,"0.750"
"cloth-tuesday","unrelated",0.25976545452637,"0.000"
"task-know","unrelated",0.299516257956403,"0.112"
"desk-office","related",0.670614267485376,"0.789"
"crowd-samurai","unrelated",0.288676030048513,"0.112"
"english-french","related",0.456293349934473,"0.300"
"look-watch","related",0.608561881118885,"0.763"
"girl-analysis","unrelated",0.155774862093045,"0.123"
"third-fourth","related",0.611279763858299,"0.102"
"table-concert","unrelated",0.443624104386889,"0.112"
"extremely-proof","unrelated",0.320858002648252,"0.112"
"hostage-prisoner","related",0.638020999113348,"0.830"
"red-director","unrelated",0.311741227493763,"0.112"
"reflection-chase","unrelated",0.206198083717228,"0.100"
"commercial-merchant","related",0.489481775621981,"0.800"
"optimistic-realistic","related",0.55324856588586,"0.334"
"adult-emperor","unrelated",0.30911032011107,"0.245"
"regiment-battalion","related",0.641071504281906,"0.850"
"talk-vampire","unrelated",0.244785591701304,"0.050"
"sad-tragic","related",0.449506730439272,"0.875"
"kiss-hug","related",0.597319269257173,"0.800"
"racist-communist","related",0.376257846550761,"0.245"
"millionaire-entrepreneur","related",0.482348401036444,"0.750"
"sexual-happen","unrelated",0.260275464435768,"0.059"
"extra-additional","related",0.736300748444411,"0.875"
"kidnapper-ransom","related",0.484513562631422,"0.859"
"noise-sound","related",0.635469546582575,"0.900"
"paint-draw","related",0.529551418416741,"0.710"
"suffering-pain","related",0.460291797037896,"0.900"
"character-sensitive","unrelated",0.261219074146734,"0.200"
"typical-three","unrelated",0.238119455082984,"0.112"
"ketchup-mayonnaise","related",0.497388645533383,"0.800"
"pretty-microscope","unrelated",0.20327850797564,"0.000"
"fresh-refresh","related",0.596473470441858,"0.300"
"task-mission","related",0.593254131030107,"0.800"
"hit-assumption","unrelated",0.282070124833684,"0.045"
"pyramid-compassion","unrelated",0.147597807424977,"0.000"
"prey-predator","related",0.682857433181177,"0.900"
"respect-professor","unrelated",0.318422153531758,"0.333"
"poor-inspection","unrelated",0.223808990078197,"0.112"
"occasionally-piece","unrelated",0.337724994913988,"0.100"
"confirmation-professional","unrelated",0.309491247967193,"0.100"
"vehicle-car","related",0.698606676707473,"0.900"
"fall-collapse","related",0.642174799073759,"0.745"
"plant-flower","related",0.539923917561819,"0.875"
"snail-attack","unrelated",0.177556530898919,"0.050"
"caesar-rome","related",0.450146331641912,"0.850"
"heritage-inherit","related",0.528283498485604,"0.724"
"terminal-airport","related",0.402977838607061,"0.800"
"patience-hiv","unrelated",0.196248509858746,"0.100"
"reason-electricity","unrelated",0.203064751080953,"0.125"
"vein-artery","related",0.520731529136929,"0.875"
"victim-faithful","unrelated",0.325819075360133,"0.112"
"madness-stupidity","related",0.487389464716361,"0.823"
"thousand-hundred","related",0.666766654185157,"0.944"
"practice-exercise","related",0.678292496456925,"0.867"
"pirate-sailor","related",0.509017331193196,"0.800"
"theft-somewhere","unrelated",0.186143870012862,"0.000"
"narrow-wide","related",0.4136365810878,"0.000"
"cough-information","unrelated",0.200171480943843,"0.075"
"planet-speak","unrelated",0.257050031257151,"0.000"
"zoo-attitude","unrelated",0.174904848465063,"0.050"
"first-offend","unrelated",0.195642768498772,"0.112"
"paranoid-crazy","related",0.361067209055666,"0.764"
"nickname-surname","related",0.535422855548184,"0.800"
"commander-infection","unrelated",0.155423551639169,"0.050"
"progress-development","related",0.619429426565303,"0.875"
"insert-dead","unrelated",0.241145200147716,"0.000"
"madness-harbor","unrelated",0.148156478640489,"0.050"
"guarantee-promise","related",0.593223662078011,"0.825"
"river-dust","unrelated",0.25779955747078,"0.150"
"shop-store","related",0.608370556893195,"0.950"
"grandfather-vanilla","unrelated",0.283384951723131,"0.045"
"experience-tie","unrelated",0.344860819636687,"0.100"
"concern-mutation","unrelated",0.282030149465681,"0.213"
"result-outcome","related",0.808357556973135,"0.900"
"penalty-east","unrelated",0.214146668238468,"0.000"
"coal-oil","related",0.480164048230454,"0.850"
"husband-liberal","unrelated",0.259232212053831,"0.112"
"anatomy-investigate","unrelated",0.248338632838228,"0.000"
"bread-win","unrelated",0.316734446295433,"0.100"
"suffer-die","related",0.309376947425722,"0.750"
"poverty-message","unrelated",0.201488719848027,"0.100"
"dancer-biology","unrelated",0.210906910862003,"0.045"
"vehicle-faith","unrelated",0.214724759102715,"0.100"
"avenue-capitalism","unrelated",0.17640703605829,"0.201"
"blind-personality","unrelated",0.115656184135467,"0.000"
"spider-insect","related",0.515319687791229,"0.800"
"auction-sale","related",0.68997165867613,"0.800"
"fidelity-movie","unrelated",0.221958828958763,"0.100"
"answer-monastery","unrelated",0.180014652050808,"0.111"
"june-cruelty","unrelated",0.241640546198238,"0.000"
"positive-negative","related",0.730075754827677,"0.000"
"house-surgery","unrelated",0.161568705136219,"0.112"
"adult-parent","related",0.574637865230993,"0.754"
"enthusiasm-spend","unrelated",0.250251305994054,"0.112"
"anarchy-capitalism","related",0.332324608618272,"0.233"
"dragon-lion","related",0.696492986740981,"0.300"
